wavelength_A,amplitude,fwhm_A,profile,source,balmer_name,tag,label_status,n_candidate_lines,labels,short_label
6158.47,0.0092,5.89,Gaussian,deblended,,other,confirmed,22,"O I 6158.2, O I 6156.8",O I 6157-58
6242.56,0.0113,13.77,Gaussian,single,,other,uncertain_discarded,16,,
6243.61,0.0112,13.67,Gaussian,single,,other,confirmed,15,Fe II 6247.6,Fe II 6248
6270.97,0.0067,4.94,Gaussian,deblended,,other,uncertain_discarded,3,,
6279.5,0.1051,7.64,Gaussian,deblended,,other,uncertain_discarded,4,,
6294.07,0.0377,16.54,Gaussian,deblended,,other,uncertain_discarded,10,,
6307.03,0.0073,6.29,Gaussian,deblended,,other,uncertain_discarded,7,,
6318.87,0.0192,8.93,Gaussian,deblended,,other,uncertain_discarded,13,,
6347.45,0.0281,6.1,Gaussian,single,,other,confirmed,9,Si II 6347.1,Si II 6347
6371.71,0.0239,4.88,Gaussian,single,,other,confirmed,8,Si II 6371.4,Si II 6371
6416.71,0.007,6.67,Gaussian,single,,other,confirmed,13,Fe II 6416.9,Fe II 6417
6433.4,0.0046,3.16,Gaussian,single,,other,confirmed,3,Fe II 6432.7,Fe II 6433
6458.6,0.0187,9.8,Gaussian,deblended,,other,confirmed,15,"Ca II 6456.9, Fe II 6456.4",Ca II/Fe II 6456-57
6462.89,0.0053,18.84,Gaussian,deblended,,other,confirmed,7,Ca I 6462.6,Ca I 6463
6476.34,0.0196,4.04,Gaussian,deblended,,other,uncertain_discarded,1,,
6485.73,0.0219,5.65,Gaussian,deblended,,other,uncertain_discarded,10,,
6494.49,0.0487,7.26,Gaussian,deblended,,other,uncertain_discarded,15,,
6517.52,0.102,7.95,Gaussian,deblended,,other,uncertain_discarded,8,,
6539.96,0.0369,18.84,Gaussian,deblended,,other,uncertain_discarded,13,,
6549.24,0.0554,9.91,Gaussian,deblended,,other,uncertain_discarded,9,,
6563.04,0.4583,17.78,Voigt,deblended,Hα,Balmer,confirmed,14,"H I 6562.9, H I 6562.7, H I 6562.8",H I 6563
6574.81,0.0323,5.64,Gaussian,deblended,,other,uncertain_discarded,7,,
6582.84,0.0343,14.73,Gaussian,deblended,,other,uncertain_discarded,14,,
